year,school name,suburb,state,teaching staff per total enrolments
2009,St Joseph's Catholic Primary School,Blayney,NSW,0.10666666666666667
2008,St Joseph's Catholic Primary School,Blayney,NSW,0.1111111111111111
2009,St Lawrence's Catholic Primary School,Coonabarabran,NSW,0.14482758620689656
2008,St Lawrence's Catholic Primary School,Coonabarabran,NSW,0.12658227848101267
2024,St Raphael's Catholic School,Cowra,NSW,0.10085836909871244
2023,St Raphael's Catholic School,Cowra,NSW,0.09453781512605042
2022,St Raphael's Catholic School,Cowra,NSW,0.08723404255319149
2021,St Raphael's Catholic School,Cowra,NSW,0.09318181818181819
2020,St Raphael's Catholic School,Cowra,NSW,0.10551558752997602
2019,St Raphael's Catholic School,Cowra,NSW,0.10232558139534884
2018,St Raphael's Catholic School,Cowra,NSW,0.09738717339667459
2017,St Raphael's Catholic School,Cowra,NSW,0.10120481927710843
2016,St Raphael's Catholic School,Cowra,NSW,0.09405940594059406
2015,St Raphael's Catholic School,Cowra,NSW,0.07925407925407925
2014,St Raphael's Catholic School,Cowra,NSW,0.07399577167019028
2013,St Raphael's Catholic School,Cowra,NSW,0.07430997876857749
2012,St Raphael's Catholic School,Cowra,NSW,0.06944444444444445
2011,St Raphael's Catholic School,Cowra,NSW,0.07246376811594203
2010,St Raphael's Catholic School,Cowra,NSW,0.07218683651804671
2009,St Raphael's Catholic School,Cowra,NSW,0.07780320366132723
2008,St Raphael's Catholic School,Cowra,NSW,0.07746478873239436
2024,St Matthews Catholic School,Mudgee,NSW,0.08369659982563209
2023,St Matthews Catholic School,Mudgee,NSW,0.07664233576642336
2022,St Matthews Catholic School,Mudgee,NSW,0.07458563535911603
2021,St Matthews Catholic School,Mudgee,NSW,0.07538167938931298
2020,St Matthews Catholic School,Mudgee,NSW,0.08932238193018481
2019,St Matthews Catholic School,Mudgee,NSW,0.07510729613733906
2018,St Matthews Catholic School,Mudgee,NSW,0.0780885780885781
2017,St Matthews Catholic School,Mudgee,NSW,0.07701711491442542
2016,St Matthews Catholic School,Mudgee,NSW,0.07368421052631578
2015,St Matthews Catholic School,Mudgee,NSW,0.07851851851851852
2014,St Matthews Catholic School,Mudgee,NSW,0.0794912559618442
2013,St Matthews Catholic School,Mudgee,NSW,0.07612456747404844
2012,St Matthews Catholic School,Mudgee,NSW,0.08436213991769548
2011,St Matthews Catholic School,Mudgee,NSW,0.08695652173913043
2010,St Matthews Catholic School,Mudgee,NSW,0.09395973154362416
2009,St Matthews Catholic School,Mudgee,NSW,0.08492569002123142
2008,St Matthews Catholic School,Mudgee,NSW,0.07719928186714542
2015,St Joseph's Catholic Primary School,Oberon,NSW,0.13846153846153847
2014,St Joseph's Catholic Primary School,Oberon,NSW,0.09580838323353294
2013,St Joseph's Catholic Primary School,Oberon,NSW,0.11464968152866242
2012,St Joseph's Catholic Primary School,Oberon,NSW,0.11242603550295859
2011,St Joseph's Catholic Primary School,Oberon,NSW,0.10778443113772455
2010,St Joseph's Catholic Primary School,Oberon,NSW,0.10497237569060773
2009,St Joseph's Catholic Primary School,Oberon,NSW,0.1
2008,St Joseph's Catholic Primary School,Oberon,NSW,0.10047846889952153
2024,St Mary's Catholic School,Wellington,NSW,0.11282051282051282
2023,St Mary's Catholic School,Wellington,NSW,0.11
2022,St Mary's Catholic School,Wellington,NSW,0.10880829015544041
2021,St Mary's Catholic School,Wellington,NSW,0.1337579617834395
2020,St Mary's Catholic School,Wellington,NSW,0.14864864864864866
2019,St Mary's Catholic School,Wellington,NSW,0.1259259259259259
2018,St Mary's Catholic School,Wellington,NSW,0.13432835820895522
2017,St Mary's Catholic School,Wellington,NSW,0.12857142857142856
2016,St Mary's Catholic School,Wellington,NSW,0.1328125
2015,St Mary's Catholic School,Wellington,NSW,0.12949640287769784
2014,St Mary's Catholic School,Wellington,NSW,0.12138728323699421
2013,St Mary's Catholic School,Wellington,NSW,0.09905660377358491
2012,St Mary's Catholic School,Wellington,NSW,0.10628019323671498
2011,St Mary's Catholic School,Wellington,NSW,0.10091743119266056
2010,St Mary's Catholic School,Wellington,NSW,0.09292035398230089
2009,St Mary's Catholic School,Wellington,NSW,0.09502262443438914
2008,St Mary's Catholic School,Wellington,NSW,0.0830188679245283
2024,La Salle Academy,Lithgow,NSW,0.12295081967213115
2023,La Salle Academy,Lithgow,NSW,0.11020408163265306
2022,La Salle Academy,Lithgow,NSW,0.09716599190283401
2021,La Salle Academy,Lithgow,NSW,0.11462450592885376
2020,La Salle Academy,Lithgow,NSW,0.13100436681222707
2019,La Salle Academy,Lithgow,NSW,0.12857142857142856
2018,La Salle Academy,Lithgow,NSW,0.11403508771929824
2017,La Salle Academy,Lithgow,NSW,0.12658227848101267
2016,La Salle Academy,Lithgow,NSW,0.10631229235880399
2015,La Salle Academy,Lithgow,NSW,0.09907120743034056
2014,La Salle Academy,Lithgow,NSW,0.09580838323353294
2013,La Salle Academy,Lithgow,NSW,0.09375
2012,La Salle Academy,Lithgow,NSW,0.09939759036144578
2011,La Salle Academy,Lithgow,NSW,0.09141274238227147
2010,La Salle Academy,Lithgow,NSW,0.08967391304347826
2009,La Salle Academy,Lithgow,NSW,0.09164420485175202
2008,La Salle Academy,Lithgow,NSW,0.08638743455497382
2024,MacKillop College,Bathurst,NSW,0.08677098150782361
2023,MacKillop College,Bathurst,NSW,0.08652482269503546
2022,MacKillop College,Bathurst,NSW,0.08259587020648967
2021,MacKillop College,Bathurst,NSW,0.08258258258258258
2020,MacKillop College,Bathurst,NSW,0.08617886178861789
2019,MacKillop College,Bathurst,NSW,0.08250825082508251
2018,MacKillop College,Bathurst,NSW,0.08566433566433566
2017,MacKillop College,Bathurst,NSW,0.087248322147651
2016,MacKillop College,Bathurst,NSW,0.08695652173913043
2015,MacKillop College,Bathurst,NSW,0.08702791461412152
2014,MacKillop College,Bathurst,NSW,0.09628378378378379
2013,MacKillop College,Bathurst,NSW,0.09274873524451939
2012,MacKillop College,Bathurst,NSW,0.09433962264150944
2011,MacKillop College,Bathurst,NSW,0.09705372616984402
2010,MacKillop College,Bathurst,NSW,0.0962566844919786
2009,MacKillop College,Bathurst,NSW,0.10555555555555556
2008,MacKillop College,Bathurst,NSW,0.10270270270270271
2024,St Johns College,Dubbo,NSW,0.0800405268490375
2023,St Johns College,Dubbo,NSW,0.08460754332313965
2022,St Johns College,Dubbo,NSW,0.08057851239669421
2021,St Johns College,Dubbo,NSW,0.08729281767955802
2020,St Johns College,Dubbo,NSW,0.10640732265446225
2019,St Johns College,Dubbo,NSW,0.08351648351648351
2018,St Johns College,Dubbo,NSW,0.08753861997940268
2017,St Johns College,Dubbo,NSW,0.08794466403162056
2016,St Johns College,Dubbo,NSW,0.08649173955296405
2015,St Johns College,Dubbo,NSW,0.08262910798122065
2014,St Johns College,Dubbo,NSW,0.08341143392689784
2013,St Johns College,Dubbo,NSW,0.08639705882352941
2012,St Johns College,Dubbo,NSW,0.08488805970149253
2011,St Johns College,Dubbo,NSW,0.08579599618684461
2010,St Johns College,Dubbo,NSW,0.08504398826979472
2009,St Johns College,Dubbo,NSW,0.08757637474541752
2008,St Johns College,Dubbo,NSW,0.08562367864693446
2024,James Sheahan Catholic High School,Orange,NSW,0.08357348703170028
2023,James Sheahan Catholic High School,Orange,NSW,0.08413926499032882
2022,James Sheahan Catholic High School,Orange,NSW,0.08198284080076262
2021,James Sheahan Catholic High School,Orange,NSW,0.08120868744098206
2020,James Sheahan Catholic High School,Orange,NSW,0.08918406072106262
2019,James Sheahan Catholic High School,Orange,NSW,0.07933398628795299
2018,James Sheahan Catholic High School,Orange,NSW,0.07892107892107893
2017,James Sheahan Catholic High School,Orange,NSW,0.08491508491508491
2016,James Sheahan Catholic High School,Orange,NSW,0.08652900688298919
2015,James Sheahan Catholic High School,Orange,NSW,0.08269230769230769
2014,James Sheahan Catholic High School,Orange,NSW,0.08267716535433071
2013,James Sheahan Catholic High School,Orange,NSW,0.08094262295081968
2012,James Sheahan Catholic High School,Orange,NSW,0.08903365906623235
2011,James Sheahan Catholic High School,Orange,NSW,0.08700440528634361
2010,James Sheahan Catholic High School,Orange,NSW,0.0847457627118644
2009,James Sheahan Catholic High School,Orange,NSW,0.08602150537634409
2008,James Sheahan Catholic High School,Orange,NSW,0.0851581508515815
2024,Kildare Catholic College,Wagga Wagga,NSW,0.09361702127659574
2023,Kildare Catholic College,Wagga Wagga,NSW,0.09007164790174002
2022,Kildare Catholic College,Wagga Wagga,NSW,0.08608608608608609
2021,Kildare Catholic College,Wagga Wagga,NSW,0.08580183861082738
2020,Kildare Catholic College,Wagga Wagga,NSW,0.0869120654396728
2019,Kildare Catholic College,Wagga Wagga,NSW,0.08686440677966102
2018,Kildare Catholic College,Wagga Wagga,NSW,0.08733624454148471
2017,Kildare Catholic College,Wagga Wagga,NSW,0.09016393442622951
2016,Kildare Catholic College,Wagga Wagga,NSW,0.08037825059101655
2015,Kildare Catholic College,Wagga Wagga,NSW,0.08149010477299184
2014,Kildare Catholic College,Wagga Wagga,NSW,0.08078335373317014
2013,Kildare Catholic College,Wagga Wagga,NSW,0.08050314465408805
2012,Kildare Catholic College,Wagga Wagga,NSW,0.08087291399229782
2011,Kildare Catholic College,Wagga Wagga,NSW,0.08398950131233596
2010,Kildare Catholic College,Wagga Wagga,NSW,0.08047493403693931
2009,Kildare Catholic College,Wagga Wagga,NSW,0.08391608391608392
2008,Kildare Catholic College,Wagga Wagga,NSW,0.08042895442359249
2024,Mater Dei Catholic College,Lake Albert,NSW,0.0758988015978695
2023,Mater Dei Catholic College,Lake Albert,NSW,0.08367626886145405
2022,Mater Dei Catholic College,Lake Albert,NSW,0.08207934336525308
2021,Mater Dei Catholic College,Lake Albert,NSW,0.0824022346368715
2020,Mater Dei Catholic College,Lake Albert,NSW,0.08486562942008487
2019,Mater Dei Catholic College,Lake Albert,NSW,0.08438818565400844
2018,Mater Dei Catholic College,Lake Albert,NSW,0.08108108108108109
2017,Mater Dei Catholic College,Lake Albert,NSW,0.08388814913448735
2016,Mater Dei Catholic College,Lake Albert,NSW,0.0784313725490196
2015,Mater Dei Catholic College,Lake Albert,NSW,0.07661822985468957
2014,Mater Dei Catholic College,Lake Albert,NSW,0.07660738714090287
2013,Mater Dei Catholic College,Lake Albert,NSW,0.07988165680473373
2012,Mater Dei Catholic College,Lake Albert,NSW,0.08503937007874016
2011,Mater Dei Catholic College,Lake Albert,NSW,0.08482871125611746
2010,Mater Dei Catholic College,Lake Albert,NSW,0.08752025931928688
2009,Mater Dei Catholic College,Lake Albert,NSW,0.08895705521472393
2008,Mater Dei Catholic College,Lake Albert,NSW,0.08689024390243902
2024,St Francis De Sales Regional College,Leeton,NSW,0.08555399719495091
2023,St Francis De Sales Regional College,Leeton,NSW,0.08762169680111266
2022,St Francis De Sales Regional College,Leeton,NSW,0.08299866131191433
2021,St Francis De Sales Regional College,Leeton,NSW,0.08379120879120878
2020,St Francis De Sales Regional College,Leeton,NSW,0.0829817158931083
2019,St Francis De Sales Regional College,Leeton,NSW,0.0856269113149847
2018,St Francis De Sales Regional College,Leeton,NSW,0.08628659476117104
2017,St Francis De Sales Regional College,Leeton,NSW,0.08858858858858859
2016,St Francis De Sales Regional College,Leeton,NSW,0.0815450643776824
2015,St Francis De Sales Regional College,Leeton,NSW,0.07735583684950774
2014,St Francis De Sales Regional College,Leeton,NSW,0.07735583684950774
2013,St Francis De Sales Regional College,Leeton,NSW,0.07816711590296496
2012,St Francis De Sales Regional College,Leeton,NSW,0.07336956521739131
2011,St Francis De Sales Regional College,Leeton,NSW,0.08011049723756906
2010,St Francis De Sales Regional College,Leeton,NSW,0.07823613086770982
2009,St Francis De Sales Regional College,Leeton,NSW,0.08321579689703808
2008,St Francis De Sales Regional College,Leeton,NSW,0.08055555555555556
2024,Xavier High School,North Albury,NSW,0.08830022075055188
2023,Xavier High School,North Albury,NSW,0.08194905869324474
2022,Xavier High School,North Albury,NSW,0.08716707021791767
2021,Xavier High School,North Albury,NSW,0.08556832694763729
2020,Xavier High School,North Albury,NSW,0.08734177215189873
2019,Xavier High School,North Albury,NSW,0.0830188679245283
2018,Xavier High School,North Albury,NSW,0.08776266996291718
2017,Xavier High School,North Albury,NSW,0.08194774346793349
2016,Xavier High School,North Albury,NSW,0.07665505226480836
2015,Xavier High School,North Albury,NSW,0.08041958041958042
2014,Xavier High School,North Albury,NSW,0.07953216374269007
2013,Xavier High School,North Albury,NSW,0.07936507936507936
2012,Xavier High School,North Albury,NSW,0.07614213197969544
2011,Xavier High School,North Albury,NSW,0.07973856209150326
2010,Xavier High School,North Albury,NSW,0.07593307593307594
2009,Xavier High School,North Albury,NSW,0.08493150684931507
2008,Xavier High School,North Albury,NSW,0.07569721115537849
2024,Marian Catholic College,Griffith,NSW,0.08405797101449275
2023,Marian Catholic College,Griffith,NSW,0.08394698085419734
2022,Marian Catholic College,Griffith,NSW,0.0898876404494382
2021,Marian Catholic College,Griffith,NSW,0.0898876404494382
2020,Marian Catholic College,Griffith,NSW,0.08819345661450925
2019,Marian Catholic College,Griffith,NSW,0.08442503639010189
2018,Marian Catholic College,Griffith,NSW,0.08702290076335878
2017,Marian Catholic College,Griffith,NSW,0.09331259720062209
2016,Marian Catholic College,Griffith,NSW,0.0873634945397816
2015,Marian Catholic College,Griffith,NSW,0.0821917808219178
2014,Marian Catholic College,Griffith,NSW,0.08372093023255814
2013,Marian Catholic College,Griffith,NSW,0.08294209702660407
2012,Marian Catholic College,Griffith,NSW,0.08641975308641975
2011,Marian Catholic College,Griffith,NSW,0.0791476407914764
2010,Marian Catholic College,Griffith,NSW,0.08305647840531562
2009,Marian Catholic College,Griffith,NSW,0.08361774744027303
2008,Marian Catholic College,Griffith,NSW,0.07889908256880734
2024,St Philomena's School,Moree,NSW,0.10256410256410256
2023,St Philomena's School,Moree,NSW,0.09090909090909091
2022,St Philomena's School,Moree,NSW,0.09615384615384616
2021,St Philomena's School,Moree,NSW,0.09065934065934066
2020,St Philomena's School,Moree,NSW,0.09742120343839542
2019,St Philomena's School,Moree,NSW,0.09283819628647215
2018,St Philomena's School,Moree,NSW,0.08557457212713937
2017,St Philomena's School,Moree,NSW,0.07673267326732673
2016,St Philomena's School,Moree,NSW,0.07334963325183375
2015,St Philomena's School,Moree,NSW,0.07209302325581396
2014,St Philomena's School,Moree,NSW,0.05470459518599562
2013,St Philomena's School,Moree,NSW,0.07109004739336493
2012,St Philomena's School,Moree,NSW,0.06428571428571428
2011,St Philomena's School,Moree,NSW,0.07363420427553444
2010,St Philomena's School,Moree,NSW,0.07518796992481203
2009,St Philomena's School,Moree,NSW,0.07743362831858407
2008,St Philomena's School,Moree,NSW,0.07072691552062868
2024,Holy Trinity School,Inverell,NSW,0.08166969147005444
2023,Holy Trinity School,Inverell,NSW,0.08317929759704251
2022,Holy Trinity School,Inverell,NSW,0.07330827067669173
2021,Holy Trinity School,Inverell,NSW,0.08073394495412844
2020,Holy Trinity School,Inverell,NSW,0.07962962962962963
2019,Holy Trinity School,Inverell,NSW,0.07592592592592592
2018,Holy Trinity School,Inverell,NSW,0.07850467289719626
2017,Holy Trinity School,Inverell,NSW,0.07072691552062868
2016,Holy Trinity School,Inverell,NSW,0.07526881720430108
2015,Holy Trinity School,Inverell,NSW,0.06540084388185655
2014,Holy Trinity School,Inverell,NSW,0.052521008403361345
2013,Holy Trinity School,Inverell,NSW,0.06490872210953347
2012,Holy Trinity School,Inverell,NSW,0.06547619047619048
2011,Holy Trinity School,Inverell,NSW,0.06923076923076923
2010,Holy Trinity School,Inverell,NSW,0.06666666666666667
2009,Holy Trinity School,Inverell,NSW,0.06716417910447761
2008,Holy Trinity School,Inverell,NSW,0.06324786324786325
2024,St Mary's College,Gunnedah,NSW,0.10361445783132531
2023,St Mary's College,Gunnedah,NSW,0.11264367816091954
2022,St Mary's College,Gunnedah,NSW,0.1101123595505618
2021,St Mary's College,Gunnedah,NSW,0.1187648456057007
2020,St Mary's College,Gunnedah,NSW,0.11621621621621622
2019,St Mary's College,Gunnedah,NSW,0.10554089709762533
2018,St Mary's College,Gunnedah,NSW,0.10989010989010989
2017,St Mary's College,Gunnedah,NSW,0.11204481792717087
2016,St Mary's College,Gunnedah,NSW,0.10290237467018469
2015,St Mary's College,Gunnedah,NSW,0.09925558312655088
2014,St Mary's College,Gunnedah,NSW,0.105
2013,St Mary's College,Gunnedah,NSW,0.09433962264150944
2012,St Mary's College,Gunnedah,NSW,0.10028653295128939
2011,St Mary's College,Gunnedah,NSW,0.10526315789473684
2010,St Mary's College,Gunnedah,NSW,0.10465116279069768
2009,St Mary's College,Gunnedah,NSW,0.10682492581602374
2008,St Mary's College,Gunnedah,NSW,0.09641873278236915
2024,McCarthy Catholic College,West Tamworth,NSW,0.08587570621468926
2023,McCarthy Catholic College,West Tamworth,NSW,0.08960573476702509
2022,McCarthy Catholic College,West Tamworth,NSW,0.08863920099875156
2021,McCarthy Catholic College,West Tamworth,NSW,0.08827238335435057
2020,McCarthy Catholic College,West Tamworth,NSW,0.07673267326732673
2019,McCarthy Catholic College,West Tamworth,NSW,0.07294117647058823
2018,McCarthy Catholic College,West Tamworth,NSW,0.07471264367816093
2017,McCarthy Catholic College,West Tamworth,NSW,0.07314285714285715
2016,McCarthy Catholic College,West Tamworth,NSW,0.07390817469204927
2015,McCarthy Catholic College,West Tamworth,NSW,0.06923076923076923
2014,McCarthy Catholic College,West Tamworth,NSW,0.07017543859649122
2013,McCarthy Catholic College,West Tamworth,NSW,0.0738255033557047
2012,McCarthy Catholic College,West Tamworth,NSW,0.07549361207897794
2011,McCarthy Catholic College,West Tamworth,NSW,0.07314148681055156
2010,McCarthy Catholic College,West Tamworth,NSW,0.0768277571251549
2009,McCarthy Catholic College,West Tamworth,NSW,0.07212713936430318
2008,McCarthy Catholic College,West Tamworth,NSW,0.07407407407407407
2024,O'Connor Catholic College,Armidale,NSW,0.09683794466403162
2023,O'Connor Catholic College,Armidale,NSW,0.10975609756097561
2022,O'Connor Catholic College,Armidale,NSW,0.09861932938856016
2021,O'Connor Catholic College,Armidale,NSW,0.10617760617760617
2020,O'Connor Catholic College,Armidale,NSW,0.0959409594095941
2019,O'Connor Catholic College,Armidale,NSW,0.09851301115241635
2018,O'Connor Catholic College,Armidale,NSW,0.09090909090909091
2017,O'Connor Catholic College,Armidale,NSW,0.09215686274509804
2016,O'Connor Catholic College,Armidale,NSW,0.09053497942386832
2015,O'Connor Catholic College,Armidale,NSW,0.09109730848861283
2014,O'Connor Catholic College,Armidale,NSW,0.08798283261802575
2013,O'Connor Catholic College,Armidale,NSW,0.08878504672897196
2012,O'Connor Catholic College,Armidale,NSW,0.09113300492610837
2011,O'Connor Catholic College,Armidale,NSW,0.09069212410501193
2010,O'Connor Catholic College,Armidale,NSW,0.09397590361445783
2009,O'Connor Catholic College,Armidale,NSW,0.08801955990220049
2008,O'Connor Catholic College,Armidale,NSW,0.09574468085106383
2024,Trinity Catholic College Lismore,East Lismore,NSW,0.08747044917257683
2023,Trinity Catholic College Lismore,East Lismore,NSW,0.09313725490196079
2022,Trinity Catholic College Lismore,East Lismore,NSW,0.09186046511627907
2021,Trinity Catholic College Lismore,East Lismore,NSW,0.0897571277719113
2020,Trinity Catholic College Lismore,East Lismore,NSW,0.08655804480651731
2019,Trinity Catholic College Lismore,East Lismore,NSW,0.08763388510223953
2018,Trinity Catholic College Lismore,East Lismore,NSW,0.08602150537634409
2017,Trinity Catholic College Lismore,East Lismore,NSW,0.0843263061411549
2016,Trinity Catholic College Lismore,East Lismore,NSW,0.08756567425569177
2015,Trinity Catholic College Lismore,East Lismore,NSW,0.0798004987531172
2014,Trinity Catholic College Lismore,East Lismore,NSW,0.07711442786069651
2013,Trinity Catholic College Lismore,East Lismore,NSW,0.07666666666666666
2012,Trinity Catholic College Lismore,East Lismore,NSW,0.07787903893951947
2011,Trinity Catholic College Lismore,East Lismore,NSW,0.08087615838247683
2010,Trinity Catholic College Lismore,East Lismore,NSW,0.07768595041322314
2009,Trinity Catholic College Lismore,East Lismore,NSW,0.07698541329011345
2008,Trinity Catholic College Lismore,East Lismore,NSW,0.07642276422764227
2024,St Maroun's College,Marrickville,NSW,0.08657243816254417
2023,St Maroun's College,Marrickville,NSW,0.08768656716417911
2022,St Maroun's College,Marrickville,NSW,0.09552845528455285
2021,St Maroun's College,Marrickville,NSW,0.09278350515463918
2020,St Maroun's College,Marrickville,NSW,0.08811475409836066
2019,St Maroun's College,Marrickville,NSW,0.09740259740259741
2018,St Maroun's College,Marrickville,NSW,0.08993576017130621
2017,St Maroun's College,Marrickville,NSW,0.09492273730684327
2016,St Maroun's College,Marrickville,NSW,0.09280742459396751
2015,St Maroun's College,Marrickville,NSW,0.09259259259259259
2014,St Maroun's College,Marrickville,NSW,0.09207708779443255
2013,St Maroun's College,Marrickville,NSW,0.08266129032258064
2012,St Maroun's College,Marrickville,NSW,0.0946969696969697
2011,St Maroun's College,Marrickville,NSW,0.0865874363327674
2010,St Maroun's College,Marrickville,NSW,0.08783783783783784
2009,St Maroun's College,Marrickville,NSW,0.08239095315024232
2008,St Maroun's College,Marrickville,NSW,0.08012326656394453
2024,St Pius X College,Chatswood,NSW,0.08573853989813243
2023,St Pius X College,Chatswood,NSW,0.08744588744588745
2022,St Pius X College,Chatswood,NSW,0.08034934497816594
2021,St Pius X College,Chatswood,NSW,0.0797918473547268
2020,St Pius X College,Chatswood,NSW,0.07867132867132867
2019,St Pius X College,Chatswood,NSW,0.07869142351900972
2018,St Pius X College,Chatswood,NSW,0.08045977011494253
2017,St Pius X College,Chatswood,NSW,0.07971656333038087
2016,St Pius X College,Chatswood,NSW,0.07846556233653008
2015,St Pius X College,Chatswood,NSW,0.07880910683012259
2014,St Pius X College,Chatswood,NSW,0.07827616534740545
2013,St Pius X College,Chatswood,NSW,0.07590467784642542
2012,St Pius X College,Chatswood,NSW,0.07794508414526129
2011,St Pius X College,Chatswood,NSW,0.07685352622061482
2010,St Pius X College,Chatswood,NSW,0.07748404740200547
2009,St Pius X College,Chatswood,NSW,0.0757439134355275
2008,St Pius X College,Chatswood,NSW,0.07613741875580315
2024,Loreto Kirribilli,Kirribilli,NSW,0.10987124463519313
2023,Loreto Kirribilli,Kirribilli,NSW,0.10824742268041238
2022,Loreto Kirribilli,Kirribilli,NSW,0.1076388888888889
2021,Loreto Kirribilli,Kirribilli,NSW,0.1085814360770578
2020,Loreto Kirribilli,Kirribilli,NSW,0.10913930789707187
2019,Loreto Kirribilli,Kirribilli,NSW,0.10416666666666667
2018,Loreto Kirribilli,Kirribilli,NSW,0.10282074613284804
2017,Loreto Kirribilli,Kirribilli,NSW,0.1031021897810219
2016,Loreto Kirribilli,Kirribilli,NSW,0.1010194624652456
2015,Loreto Kirribilli,Kirribilli,NSW,0.09656453110492108
2014,Loreto Kirribilli,Kirribilli,NSW,0.09867172675521822
2013,Loreto Kirribilli,Kirribilli,NSW,0.09807692307692308
2012,Loreto Kirribilli,Kirribilli,NSW,0.09473684210526316
2011,Loreto Kirribilli,Kirribilli,NSW,0.09464627151051626
2010,Loreto Kirribilli,Kirribilli,NSW,0.09291187739463602
2009,Loreto Kirribilli,Kirribilli,NSW,0.09369024856596558
2008,Loreto Kirribilli,Kirribilli,NSW,0.09473684210526316
2024,St Mary Star of the Sea College,Wollongong,NSW,0.0852575488454707
2023,St Mary Star of the Sea College,Wollongong,NSW,0.08231173380035026
2022,St Mary Star of the Sea College,Wollongong,NSW,0.08594449418084155
2021,St Mary Star of the Sea College,Wollongong,NSW,0.08892921960072596
2020,St Mary Star of the Sea College,Wollongong,NSW,0.08826205641492266
2019,St Mary Star of the Sea College,Wollongong,NSW,0.08956602031394276
2018,St Mary Star of the Sea College,Wollongong,NSW,0.08949771689497717
2017,St Mary Star of the Sea College,Wollongong,NSW,0.08786231884057971
2016,St Mary Star of the Sea College,Wollongong,NSW,0.08629893238434164
2015,St Mary Star of the Sea College,Wollongong,NSW,0.08833922261484099
2014,St Mary Star of the Sea College,Wollongong,NSW,0.08953900709219859
2013,St Mary Star of the Sea College,Wollongong,NSW,0.08781362007168458
2012,St Mary Star of the Sea College,Wollongong,NSW,0.08940092165898618
2011,St Mary Star of the Sea College,Wollongong,NSW,0.08888888888888889
2010,St Mary Star of the Sea College,Wollongong,NSW,0.08444022770398482
2009,St Mary Star of the Sea College,Wollongong,NSW,0.07545454545454545
2008,St Mary Star of the Sea College,Wollongong,NSW,0.0769927536231884
2024,St Patrick's College Campbelltown,Campbelltown,NSW,0.08972503617945007
2023,St Patrick's College Campbelltown,Campbelltown,NSW,0.08879184861717612
2022,St Patrick's College Campbelltown,Campbelltown,NSW,0.0962962962962963
2021,St Patrick's College Campbelltown,Campbelltown,NSW,0.09375
2020,St Patrick's College Campbelltown,Campbelltown,NSW,0.09026798307475317
2019,St Patrick's College Campbelltown,Campbelltown,NSW,0.08759124087591241
2018,St Patrick's College Campbelltown,Campbelltown,NSW,0.08845577211394302
2017,St Patrick's College Campbelltown,Campbelltown,NSW,0.09034267912772585
2016,St Patrick's College Campbelltown,Campbelltown,NSW,0.09090909090909091
2015,St Patrick's College Campbelltown,Campbelltown,NSW,0.08946608946608947
2014,St Patrick's College Campbelltown,Campbelltown,NSW,0.08404558404558404
2013,St Patrick's College Campbelltown,Campbelltown,NSW,0.08882521489971347
2012,St Patrick's College Campbelltown,Campbelltown,NSW,0.08725761772853186
2011,St Patrick's College Campbelltown,Campbelltown,NSW,0.08551724137931034
2010,St Patrick's College Campbelltown,Campbelltown,NSW,0.08458390177353342
2009,St Patrick's College Campbelltown,Campbelltown,NSW,0.0885558583106267
2008,St Patrick's College Campbelltown,Campbelltown,NSW,0.0863013698630137
2024,Mount St Benedict College,Pennant Hills,NSW,0.0902555910543131
2023,Mount St Benedict College,Pennant Hills,NSW,0.0884070058381985
2022,Mount St Benedict College,Pennant Hills,NSW,0.08845829823083404
2021,Mount St Benedict College,Pennant Hills,NSW,0.08785529715762273
2020,Mount St Benedict College,Pennant Hills,NSW,0.08812949640287769
2019,Mount St Benedict College,Pennant Hills,NSW,0.10113421550094517
2018,Mount St Benedict College,Pennant Hills,NSW,0.09287054409005628
2017,Mount St Benedict College,Pennant Hills,NSW,0.094106463878327
2016,Mount St Benedict College,Pennant Hills,NSW,0.09473684210526316
2015,Mount St Benedict College,Pennant Hills,NSW,0.09251968503937008
2014,Mount St Benedict College,Pennant Hills,NSW,0.09484536082474226
2013,Mount St Benedict College,Pennant Hills,NSW,0.09503695881731784
2012,Mount St Benedict College,Pennant Hills,NSW,0.0962800875273523
2011,Mount St Benedict College,Pennant Hills,NSW,0.09761634506242906
2010,Mount St Benedict College,Pennant Hills,NSW,0.09175377468060394
2009,Mount St Benedict College,Pennant Hills,NSW,0.09723889555822329
2008,Mount St Benedict College,Pennant Hills,NSW,0.09427207637231504
2024,Mount St Joseph Milperra,Milperra,NSW,0.08725602755453502
2023,Mount St Joseph Milperra,Milperra,NSW,0.08902439024390243
2022,Mount St Joseph Milperra,Milperra,NSW,0.08706166868198308
2021,Mount St Joseph Milperra,Milperra,NSW,0.08992805755395683
2020,Mount St Joseph Milperra,Milperra,NSW,0.08847497089639116
2019,Mount St Joseph Milperra,Milperra,NSW,0.0853517877739331
2018,Mount St Joseph Milperra,Milperra,NSW,0.08953488372093023
2017,Mount St Joseph Milperra,Milperra,NSW,0.08881578947368421
2016,Mount St Joseph Milperra,Milperra,NSW,0.08333333333333333
2015,Mount St Joseph Milperra,Milperra,NSW,0.08580183861082738
2014,Mount St Joseph Milperra,Milperra,NSW,0.08426395939086294
2013,Mount St Joseph Milperra,Milperra,NSW,0.08917835671342686
2012,Mount St Joseph Milperra,Milperra,NSW,0.09063444108761329
2011,Mount St Joseph Milperra,Milperra,NSW,0.09746192893401015
