CALENDAR_YEAR,YEAR_LEVEL,DOMAIN,STATE,SUBGROUP,ENROLLED_STUDENTS,MEAN,MEAN_CI,MEAN_SD,NMS,NMS_CI,GAIN,GAIN_CI,EXEMPT,ABSENT,ASSESSED,WITHDRAWN,NONATTEMPT,PARTICIPATION_RATE,PARTICIPATION_NUMBER,NOT_STATED,AVERAGE_AGE,YEARS_OF_SCHOOLING,BANDCOL1,BANDCOL2,BANDCOL3,BANDCOL4,BANDCOL5,BANDCOL6,PCTL05,PCTL20,PCTL80,PCTL95,TREND,TREND_VALUE,NOD_MEAN_PREV,NOD_NMS_PREV,NOD_MEAN_BASE,NOD_NMS_BASE
2016,3,Writing,ACT,Major cities,5304.0,419.9,4.1,57.7,97.2,0.7,,,1.7,2.4,91.2,4.8,,92.9,4925,,8yrs 7mths,3yrs 4mths,1.1,4.1,13.4,32.7,33.3,13.7,319.3,376.3,466.2,507.8,,,,,,
2016,3,Writing,ACT,Male,2671.0,406.5,4.7,59.9,95.9,,,,2.2,2.6,89.4,5.8,,91.6,2446,,8yrs 7mths,3yrs 4mths,2.0,6.1,17.4,34.9,28.0,9.5,301.8,361.9,454.4,497.2,,,Close to,Close to,Close to,Close to
2016,3,Writing,ACT,Non-Indigenous Major cities,5096.0,421.0,,56.7,97.4,,,,1.6,2.3,92.2,3.8,,93.8,4781,,8yrs 7mths,3yrs 4mths,1.0,3.8,13.1,32.9,33.7,13.8,323.0,377.8,466.6,507.9,,,,,,
2016,3,Writing,ACT,LBOTE,1303.0,425.3,5.8,57.5,95.4,1.7,,,3.5,3.1,90.4,2.9,,93.9,1224,,8yrs 6mths,3yrs 4mths,1.1,3.4,11.9,29.0,35.6,15.5,325.2,380.8,471.3,510.6,,,Close to,Close to,Close to,Close to
2016,3,Writing,ACT,Non-Indigenous,5098.0,421.0,3.9,56.7,97.4,0.7,,,1.6,2.3,92.2,3.8,,93.8,4783,,8yrs 7mths,3yrs 4mths,1.0,3.8,13.1,32.9,33.7,13.8,323.0,377.8,466.5,507.9,,,Close to,Close to,Close to,Close to
2016,3,Writing,ACT,Parental Occupation: Group 1,2272.0,431.3,4.3,54.4,97.8,1.0,,,1.8,1.8,92.9,3.5,,94.6,2150,12.2,8yrs 7mths,3yrs 4mths,0.4,2.4,10.4,30.9,36.4,17.7,341.6,387.8,474.2,518.2,,,,,,
2016,3,Writing,ACT,Parental Occupation: Group 2,1186.0,421.7,4.2,55.1,98.1,0.8,,,0.8,2.9,92.2,4.0,,93.1,1104,12.2,8yrs 7mths,3yrs 4mths,1.0,3.6,12.5,32.9,35.5,13.6,324.7,379.3,466.0,504.5,,,,,,
2016,3,Writing,ACT,Parental Occupation: Group 3,793.0,409.6,6.2,56.8,97.0,1.5,,,1.5,1.8,90.9,5.8,,92.4,733,12.2,8yrs 7mths,3yrs 4mths,1.5,5.6,16.0,35.7,30.0,9.6,305.7,366.8,457.7,493.8,,,,,,
2016,3,Writing,ACT,Parental Occupation: Group 4,211.0,394.3,10.1,63.8,95.5,3.3,,,0.9,2.4,90.0,6.6,,91.0,192,12.2,8yrs 7mths,3yrs 4mths,3.5,8.7,19.2,35.5,26.2,6.0,283.8,345.6,446.0,482.4,,,,,,
2016,3,Writing,ACT,Parental Occupation: Not in paid work,197.0,377.4,12.6,65.5,89.7,5.3,,,5.1,7.1,77.7,10.2,,82.7,163,12.2,8yrs 7mths,3yrs 4mths,5.2,10.7,24.7,32.7,18.5,3.2,266.8,331.2,429.7,469.4,,,,,,
2016,3,Writing,ACT,Parental Occupation: Not stated,655.0,410.3,7.1,57.7,96.3,2.0,,,2.4,2.6,87.8,7.2,,90.2,591,12.2,8yrs 7mths,3yrs 4mths,1.2,5.7,17.0,34.0,29.4,10.2,305.0,365.0,457.2,499.8,,,,,,
2016,3,Writing,ACT,Parental Education: Year 11,175.0,376.9,13.2,61.3,91.3,6.3,,,4.6,4.6,78.9,12.0,,83.4,146,5.3,8yrs 8mths,3yrs 4mths,4.1,12.5,25.7,32.5,17.4,3.3,272.6,327.9,428.5,468.6,,,,,,
2016,3,Writing,ACT,Parental Education: Year 12,316.0,396.0,8.3,59.8,95.9,2.2,,,1.3,3.8,87.0,7.9,,88.3,279,5.3,8yrs 7mths,3yrs 4mths,2.8,7.5,20.3,36.3,26.2,5.5,290.3,351.5,444.1,479.9,,,,,,
2016,3,Writing,AUS,All,314633.0,420.7,0.8,62.0,96.3,0.2,,,1.9,2.4,93.0,2.7,,94.9,298434,,8yrs 7mths,3yrs 4mths,1.8,4.4,12.4,30.7,33.3,15.5,310.9,376.4,470.0,510.9,Flat,415.9,Close to,Close to,Close to,Close to
2016,3,Writing,AUS,Parental Education: Bachelor,122471.0,443.6,0.7,53.2,98.3,0.1,,,1.3,1.6,95.3,1.8,,96.6,118340,5.5,8yrs 6mths,3yrs 4mths,0.4,1.6,6.8,25.5,39.6,24.8,354.4,402.8,486.1,526.2,,,,,,
2016,3,Writing,AUS,Parental Education: Certificate,79576.0,407.6,0.7,58.1,96.3,0.2,,,1.8,2.6,92.7,2.9,,94.5,75212,5.5,8yrs 6mths,3yrs 4mths,1.9,5.8,16.3,35.5,29.7,9.0,303.3,364.9,454.6,492.8,,,,,,
2016,3,Writing,AUS,Parental Education: Diploma,44040.0,421.2,0.8,55.3,97.5,0.2,,,1.4,2.2,93.7,2.6,,95.2,41921,5.5,8yrs 6mths,3yrs 4mths,1.1,3.5,12.2,33.5,35.0,13.2,324.4,380.3,465.8,503.7,,,,,,
2016,3,Writing,AUS,Parental Education: Not stated,17585.0,397.7,3.4,78.7,90.7,1.0,,,3.4,4.6,86.5,5.5,,89.9,15803,5.5,8yrs 6mths,3yrs 4mths,6.0,7.3,15.6,30.0,27.0,10.8,253.5,347.9,458.1,501.4,,,,,,
2016,3,Writing,AUS,Non-LBOTE,227600.0,418.5,0.8,60.3,96.7,0.2,,,1.6,2.4,93.0,3.0,,94.6,215301,,8yrs 7mths,3yrs 4mths,1.7,4.7,13.3,31.8,32.8,14.2,310.5,374.2,467.1,507.5,Flat,413.5,Close to,Close to,Close to,Close to
2016,3,Writing,AUS,Female,153293.0,433.3,0.8,56.7,97.9,,,,1.2,2.3,94.5,2.0,,95.7,146767,,8yrs 6mths,3yrs 4mths,0.9,2.6,9.2,28.7,37.6,19.8,336.7,391.5,478.1,518.0,Flat,428.6,Close to,Close to,Close to,Above
2016,3,Writing,AUS,Indigenous,17839.0,358.3,3.4,83.5,85.1,,,,2.8,6.9,86.3,3.9,,89.1,15900,,8yrs 6mths,3yrs 4mths,12.0,14.2,23.2,29.3,15.1,3.4,182.3,300.0,423.8,468.8,Increasing,347.3,Close to,Close to,Close to,Above
2016,3,Writing,AUS,Indigenous Inner regional,4521.0,377.0,,66.8,91.9,,,,2.5,4.9,88.0,4.6,,90.5,4091,,8yrs 7mths,3yrs 4mths,5.6,12.4,24.6,32.9,18.1,4.0,264.2,326.6,430.7,473.1,,,,,,
2016,3,Writing,AUS,Indigenous Major cities,6247.0,378.2,,68.0,90.6,,,,3.3,4.7,87.2,4.8,,90.6,5657,,8yrs 6mths,3yrs 4mths,6.1,12.0,22.6,32.9,18.6,4.5,259.2,326.1,433.4,476.2,,,,,,
2016,3,Writing,AUS,Indigenous Outer regional,3998.0,364.5,,70.7,88.6,,,,2.9,5.3,88.0,3.8,,90.9,3634,,8yrs 6mths,3yrs 4mths,8.5,14.8,26.0,30.7,14.2,3.0,236.6,311.4,421.5,465.8,,,,,,
2016,3,Writing,AUS,Indigenous Remote,1144.0,316.8,,92.1,71.9,,,,4.0,11.2,83.2,1.6,,87.2,998,,8yrs 5mths,3yrs 4mths,24.1,20.7,22.5,20.4,7.5,0.8,144.5,251.5,395.9,442.7,,,,,,
2016,3,Writing,AUS,Indigenous Very remote,1929.0,262.7,,105.7,52.1,,,,1.3,20.0,77.4,1.2,,78.8,1520,,8yrs 5mths,3yrs 4mths,46.5,20.1,17.0,11.3,3.1,0.6,83.0,158.0,359.2,417.4,,,,,,
2016,3,Writing,AUS,Inner regional,59448.0,412.2,1.4,59.9,96.4,0.3,,,1.8,2.8,91.9,3.4,,93.7,55730,,8yrs 7mths,3yrs 4mths,1.8,5.4,15.1,33.6,30.8,11.4,305.2,368.0,460.6,500.7,,,,,,
2016,3,Writing,AUS,Major cities,219491.0,427.5,0.9,58.6,96.9,0.2,,,1.9,2.1,93.5,2.5,,95.5,209511,,8yrs 6mths,3yrs 4mths,1.2,3.5,10.9,29.6,35.1,17.8,324.0,383.9,474.7,515.3,,,,,,
2016,3,Writing,AUS,Male,161340.0,408.7,0.9,64.6,94.8,,,,2.5,2.6,91.5,3.4,,94.0,151667,,8yrs 7mths,3yrs 4mths,2.7,6.1,15.5,32.6,29.1,11.5,294.2,362.7,460.1,501.8,Flat,403.8,Close to,Close to,Close to,Close to
2016,3,Writing,AUS,Non-Indigenous Inner regional,53629.0,415.3,,58.1,96.8,,,,1.8,2.7,92.5,3.0,,94.3,50575,,8yrs 7mths,3yrs 4mths,1.5,4.8,14.3,33.7,31.9,12.1,311.8,372.0,462.3,502.0,,,,,,
2016,3,Writing,AUS,Non-Indigenous Major cities,210284.0,429.1,,57.7,97.2,,,,1.8,2.0,93.9,2.4,,95.7,201201,,8yrs 6mths,3yrs 4mths,1.0,3.3,10.5,29.5,35.6,18.3,327.9,385.9,475.5,516.0,,,,,,
2016,3,Writing,AUS,Non-Indigenous Outer regional,23921.0,410.0,,58.7,96.7,,,,1.5,2.3,93.4,2.9,,94.9,22690,,8yrs 6mths,3yrs 4mths,1.8,5.7,15.9,34.7,30.2,10.3,303.7,366.2,457.8,497.1,,,,,,
2016,3,Writing,AUS,Non-Indigenous Remote,3142.0,404.3,,59.2,96.8,,,,0.9,2.9,93.5,2.6,,94.5,2968,,8yrs 5mths,3yrs 4mths,2.3,6.1,17.9,36.3,28.1,8.4,299.1,361.1,451.6,491.5,,,,,,
2016,3,Writing,AUS,Non-Indigenous Very remote,942.0,400.9,,63.6,96.2,,,,0.8,2.5,92.1,4.5,,93.0,876,,8yrs 5mths,3yrs 4mths,2.9,8.4,17.1,34.7,27.2,8.9,287.9,354.1,451.0,492.9,,,,,,
2016,3,Writing,AUS,LBOTE,76537.0,428.9,1.5,65.4,95.4,0.4,,,2.6,2.4,93.2,1.8,,95.8,73313,,8yrs 6mths,3yrs 4mths,2.0,3.3,9.8,27.3,35.0,19.9,317.0,385.5,478.9,520.3,Increasing,424.9,Close to,Close to,Close to,Close to
2016,3,Writing,AUS,Non-Indigenous,291918.0,424.6,0.7,58.4,97.1,0.1,,,1.8,2.1,93.6,2.5,,95.3,278310,,8yrs 6mths,3yrs 4mths,1.2,3.8,11.8,30.8,34.4,16.3,321.5,380.9,471.7,512.3,Flat,420.3,Close to,Close to,Close to,Close to
2016,3,Writing,AUS,Parental Occupation: Group 1,82633.0,443.0,0.8,53.5,98.6,0.1,,,1.0,1.5,95.8,1.7,,96.8,79972,9.6,8yrs 6mths,3yrs 4mths,0.4,1.7,7.0,25.7,39.6,24.5,352.9,402.0,485.6,526.0,,,,,,
2016,3,Writing,AUS,Parental Occupation: Group 2,68906.0,431.1,0.7,54.8,98.1,0.1,,,1.2,1.9,94.7,2.2,,95.9,66063,9.6,8yrs 6mths,3yrs 4mths,0.7,2.6,9.9,30.4,37.0,18.3,337.6,389.4,475.4,515.1,,,,,,
2016,3,Writing,AUS,Parental Occupation: Group 3,63758.0,416.2,0.8,57.1,97.1,0.2,,,1.5,2.3,93.7,2.6,,95.2,60670,9.6,8yrs 6mths,3yrs 4mths,1.4,4.5,13.9,34.1,32.7,11.9,314.8,373.9,462.3,501.1,,,,,,
2016,3,Writing,AUS,Parental Occupation: Group 4,40970.0,404.8,1.1,61.0,95.1,0.3,,,2.5,2.8,91.8,3.0,,94.3,38623,9.6,8yrs 6mths,3yrs 4mths,2.3,6.5,17.0,34.3,28.2,9.1,296.1,359.8,454.2,493.8,,,,,,
2016,3,Writing,AUS,Parental Occupation: Not in paid work,27701.0,387.1,1.6,69.7,90.0,0.6,,,4.8,4.6,86.2,4.4,,91.1,25224,9.6,8yrs 7mths,3yrs 4mths,5.1,10.0,19.9,32.0,21.8,6.4,266.7,336.0,442.9,485.5,,,,,,
2016,3,Writing,AUS,Parental Occupation: Not stated,30665.0,396.6,2.2,73.7,91.8,0.6,,,3.1,4.1,87.9,4.9,,90.9,27882,9.6,8yrs 6mths,3yrs 4mths,5.1,7.8,17.1,31.4,26.1,9.4,267.0,347.5,454.0,496.6,,,,,,
2016,3,Writing,AUS,Outer regional,28378.0,403.4,2.0,62.6,95.5,0.5,,,1.7,2.8,92.4,3.2,,94.1,26694,,8yrs 6mths,3yrs 4mths,2.8,7.0,17.4,34.1,27.9,9.2,291.3,357.6,454.1,494.3,,,,,,
2016,3,Writing,AUS,Remote,4371.0,381.7,7.5,78.8,90.3,2.3,,,1.7,5.3,90.7,2.3,,92.4,4038,,8yrs 5mths,3yrs 4mths,8.0,10.0,19.3,32.1,22.6,6.4,225.7,329.1,442.7,484.7,,,,,,
2016,3,Writing,AUS,Very remote,2934.0,309.6,15.3,114.1,66.9,5.8,,,1.3,14.2,82.2,2.3,,83.5,2450,,8yrs 5mths,3yrs 4mths,31.8,16.1,17.1,19.0,11.3,3.4,104.5,198.3,410.9,467.1,,,,,,
2016,3,Writing,AUS,Parental Education: Year 11,27645.0,380.0,1.5,69.7,90.3,0.6,,,3.9,4.6,87.2,4.3,,91.1,25183,5.5,8yrs 6mths,3yrs 4mths,5.9,11.3,21.9,32.8,19.5,4.8,260.3,328.9,435.7,477.9,,,,,,
2016,3,Writing,AUS,Parental Education: Year 12,23316.0,408.1,1.2,60.3,95.4,0.4,,,2.3,2.7,91.9,3.1,,94.2,21975,5.5,8yrs 6mths,3yrs 4mths,2.2,5.9,16.0,33.9,29.7,9.9,299.3,364.0,457.0,495.8,,,,,,
2016,3,Writing,NSW,All,99499.0,423.8,1.3,59.4,97.1,0.2,,,1.6,1.7,95.3,1.4,,96.9,96447,,8yrs 7mths,3yrs 4mths,1.3,4.2,11.9,30.4,34.4,16.2,317.1,379.7,471.4,512.5,U-shaped,418.8,Close to,Close to,Close to,Close to
2016,3,Writing,NSW,Parental Education: Bachelor,41399.0,445.7,1.2,52.3,98.5,0.2,,,1.1,1.1,96.7,1.1,,97.8,40501,3.5,8yrs 6mths,3yrs 4mths,0.4,1.4,6.1,24.6,40.7,25.6,358.3,406.0,487.1,527.9,,,,,,
2016,3,Writing,NSW,Parental Education: Certificate,25423.0,407.3,1.2,57.2,96.7,0.3,,,1.7,2.1,94.9,1.4,,96.5,24544,3.5,8yrs 7mths,3yrs 4mths,1.7,6.1,16.4,35.7,29.8,8.6,303.8,364.5,454.0,491.5,,,,,,
2016,3,Writing,NSW,Parental Education: Diploma,14431.0,422.8,1.3,54.4,97.8,0.3,,,1.2,1.7,95.8,1.3,,97.0,13999,3.5,8yrs 7mths,3yrs 4mths,0.9,3.4,11.6,33.3,36.0,13.5,327.1,382.3,466.5,504.3,,,,,,
2016,3,Writing,NSW,Parental Education: Not stated,3594.0,412.2,3.5,61.8,94.6,1.0,,,3.5,2.7,89.8,4.0,,93.3,3352,3.5,8yrs 7mths,3yrs 4mths,2.0,6.0,14.5,31.3,31.4,11.4,300.9,366.3,462.0,503.0,,,,,,
2016,3,Writing,NSW,Non-LBOTE,67018.0,418.9,1.4,59.8,97.1,0.2,,,1.4,1.8,95.3,1.5,,96.7,64774,,8yrs 7mths,3yrs 4mths,1.5,4.9,13.0,31.8,33.3,14.1,310.3,374.8,466.8,507.3,,,Close to,Close to,Close to,Close to
2016,3,Writing,NSW,Female,48360.0,435.7,1.3,54.4,98.4,,,,1.0,1.6,96.3,1.0,,97.4,47088,,8yrs 6mths,3yrs 4mths,0.5,2.4,8.7,28.3,38.6,20.5,341.7,394.4,479.2,519.5,,,Close to,Close to,Close to,Close to
2016,3,Writing,NSW,Indigenous,5676.0,377.8,2.5,65.7,92.0,,,,2.8,3.4,91.7,2.0,,94.6,5368,,8yrs 7mths,3yrs 4mths,5.2,12.8,23.9,33.2,18.0,4.1,267.0,326.4,431.0,474.1,,,Close to,Close to,Close to,Above
2016,3,Writing,NSW,Indigenous Inner regional,2126.0,376.0,,66.4,92.4,,,,2.1,4.0,91.6,2.4,,93.7,1992,,8yrs 7mths,3yrs 4mths,5.5,12.9,24.9,33.6,17.3,3.7,265.3,325.5,428.7,472.0,,,,,,
2016,3,Writing,NSW,Indigenous Major cities,2441.0,384.5,,64.4,92.6,,,,3.1,3.0,91.8,2.0,,94.9,2317,,8yrs 7mths,3yrs 4mths,4.3,11.5,21.8,33.8,20.1,5.4,273.4,333.2,437.2,480.1,,,,,,
2016,3,Writing,NSW,Indigenous Outer regional,895.0,369.3,,65.6,90.6,,,,3.1,3.1,92.2,1.6,,95.3,853,,8yrs 7mths,3yrs 4mths,6.3,14.4,26.0,32.0,15.8,2.3,261.0,318.6,423.3,463.8,,,,,,
2016,3,Writing,NSW,Indigenous Remote,136.0,358.4,,66.4,85.6,,,,7.4,2.9,88.2,1.5,,95.6,130,,8yrs 7mths,3yrs 4mths,7.1,18.2,27.2,27.9,10.6,1.6,248.7,303.0,413.7,455.0,,,,,,
2016,3,Writing,NSW,Indigenous Very remote,78.0,347.5,,58.8,90.5,,,,3.8,2.6,93.6,0.0,,97.4,76,,8yrs 6mths,3yrs 4mths,5.6,24.1,31.8,28.5,6.2,0.0,252.3,305.7,397.2,430.0,,,,,,
2016,3,Writing,NSW,Inner regional,19837.0,409.2,2.2,59.7,96.6,0.4,,,1.5,2.4,94.3,1.8,,95.8,19005,,8yrs 8mths,3yrs 4mths,1.9,6.1,15.7,34.2,30.7,9.9,301.2,365.1,457.1,496.2,,,,,,
2016,3,Writing,NSW,Major cities,73675.0,429.7,1.5,58.0,97.4,0.2,,,1.6,1.5,95.7,1.2,,97.3,71719,,8yrs 6mths,3yrs 4mths,1.0,3.4,10.3,29.0,36.0,18.6,326.8,386.6,476.1,517.1,,,,,,
2016,3,Writing,NSW,Male,51139.0,412.4,1.5,61.8,95.9,,,,2.1,1.7,94.4,1.7,,96.5,49359,,8yrs 7mths,3yrs 4mths,2.0,5.9,14.9,32.4,30.5,12.2,301.0,366.6,462.1,503.8,,,Close to,Close to,Close to,Close to
2016,3,Writing,NSW,Non-Indigenous Inner regional,17081.0,413.6,,57.3,97.1,,,,1.4,2.2,94.8,1.5,,96.2,16438,,8yrs 8mths,3yrs 4mths,1.4,5.2,14.4,34.3,32.4,10.8,309.2,371.1,459.5,498.2,,,,,,
2016,3,Writing,NSW,Non-Indigenous Major cities,69798.0,431.4,,57.1,97.6,,,,1.6,1.4,95.9,1.1,,97.5,68044,,8yrs 6mths,3yrs 4mths,0.9,3.1,9.9,28.9,36.6,19.2,331.0,388.7,477.1,518.0,,,,,,
2016,3,Writing,NSW,Non-Indigenous Outer regional,4454.0,407.7,,57.3,97.3,,,,1.0,2.0,94.7,2.3,,95.7,4263,,8yrs 8mths,3yrs 4mths,1.7,6.3,16.3,35.7,30.3,8.8,301.6,364.8,454.2,492.8,,,,,,
2016,3,Writing,NSW,Non-Indigenous Remote,226.0,407.1,,60.7,96.6,,,,0.9,3.1,93.8,2.2,,94.7,214,,8yrs 7mths,3yrs 4mths,2.5,5.0,18.6,32.6,31.2,9.3,299.6,361.5,456.6,492.6,,,,,,
2016,3,Writing,NSW,Non-Indigenous Very remote,42.0,414.0,,62.6,96.7,,,,2.4,0.0,95.2,2.4,,97.6,41,,8yrs 7mths,3yrs 4mths,1.0,8.6,15.2,27.6,31.4,13.8,304.7,366.2,465.7,497.4,,,,,,
2016,3,Writing,NSW,LBOTE,31239.0,434.4,2.0,57.1,97.1,0.3,,,2.2,1.4,95.5,0.9,,97.7,30522,,8yrs 5mths,3yrs 4mths,0.7,2.8,9.3,27.5,36.8,20.7,334.7,391.3,480.1,521.5,,,Close to,Close to,Close to,Close to
2016,3,Writing,NSW,Non-Indigenous,91601.0,426.9,1.3,57.7,97.5,0.2,,,1.5,1.6,95.7,1.3,,97.2,89000,,8yrs 7mths,3yrs 4mths,1.0,3.6,11.1,30.2,35.5,17.1,324.4,383.7,473.1,514.0,,,Close to,Close to,Close to,Close to
2016,3,Writing,NSW,Parental Occupation: Group 1,27784.0,445.0,1.3,52.7,98.6,0.2,,,1.0,1.1,97.0,1.0,,97.9,27211,5.5,8yrs 7mths,3yrs 4mths,0.4,1.5,6.3,24.9,40.6,25.4,356.5,405.1,486.7,527.6,,,,,,
2016,3,Writing,NSW,Parental Occupation: Group 2,23352.0,432.8,1.2,54.4,98.3,0.2,,,1.1,1.4,96.2,1.3,,97.3,22711,5.5,8yrs 7mths,3yrs 4mths,0.6,2.5,9.5,29.6,37.9,18.8,339.3,391.5,476.4,516.7,,,,,,
2016,3,Writing,NSW,Parental Occupation: Group 3,20172.0,417.1,1.3,55.8,97.4,0.3,,,1.4,1.8,95.4,1.4,,96.8,19531,5.5,8yrs 7mths,3yrs 4mths,1.1,4.5,13.5,34.2,33.5,11.7,317.0,375.5,462.2,500.8,,,,,,
2016,3,Writing,NSW,Parental Occupation: Group 4,13215.0,405.0,1.8,59.9,95.7,0.4,,,2.2,2.1,94.6,1.1,,96.8,12798,5.5,8yrs 6mths,3yrs 4mths,2.1,6.6,17.5,34.4,28.1,9.0,297.3,359.8,453.7,493.8,,,,,,
2016,3,Writing,NSW,Parental Occupation: Not in paid work,9429.0,385.7,2.2,65.0,92.0,0.8,,,3.6,3.0,91.5,2.0,,95.1,8966,5.5,8yrs 6mths,3yrs 4mths,4.4,11.2,20.8,33.8,20.9,5.4,273.3,334.2,438.6,480.9,,,,,,
2016,3,Writing,NSW,Parental Occupation: Not stated,5547.0,410.9,2.7,61.5,95.1,0.9,,,3.0,2.6,91.3,3.1,,94.3,5230,5.5,8yrs 7mths,3yrs 4mths,1.9,6.3,15.1,32.0,30.4,11.3,300.2,364.4,460.9,501.4,,,,,,
2016,3,Writing,NSW,Outer regional,5458.0,401.3,3.4,60.5,96.2,0.8,,,1.3,2.2,94.3,2.1,,95.6,5220,,8yrs 8mths,3yrs 4mths,2.4,7.7,18.0,35.0,27.8,7.7,292.4,355.9,450.4,489.3,,,,,,
2016,3,Writing,NSW,Remote,374.0,390.1,15.6,66.6,92.7,5.8,,,3.2,3.5,91.4,1.9,,94.7,354,,8yrs 7mths,3yrs 4mths,4.1,9.7,22.0,31.1,23.4,6.6,277.0,340.5,446.5,485.3,,,,,,
2016,3,Writing,NSW,Very remote,155.0,380.8,24.8,68.1,92.9,3.8,,,3.9,1.9,92.3,1.9,,96.1,149,,8yrs 7mths,3yrs 4mths,3.2,15.9,24.0,26.3,20.6,6.1,280.9,322.0,441.8,484.9,,,,,,
2016,3,Writing,NSW,Parental Education: Year 11,8595.0,381.5,2.0,63.5,92.4,0.8,,,3.1,3.0,92.1,1.8,,95.2,8186,3.5,8yrs 6mths,3yrs 4mths,4.5,11.9,22.6,34.7,19.1,4.1,272.9,331.1,433.1,474.2,,,,,,
2016,3,Writing,NSW,Parental Education: Year 12,6057.0,410.7,2.1,58.0,96.1,0.6,,,2.4,1.9,94.5,1.2,,96.8,5865,3.5,8yrs 6mths,3yrs 4mths,1.6,5.6,15.6,34.2,30.5,10.3,305.6,367.2,457.7,496.6,,,,,,
2016,3,Writing,NT,All,3597.0,345.0,17.1,116.0,76.0,5.8,,,2.4,7.5,88.7,1.4,,91.1,3277,,8yrs 6mths,3yrs 4mths,21.5,10.7,16.4,24.8,16.8,7.4,113.8,258.7,437.4,492.0,Increasing,330.1,Close to,Close to,Close to,Close to
2016,3,Writing,NT,Parental Education: Bachelor,940.0,412.2,7.0,68.5,95.3,2.1,,,1.7,3.0,94.0,1.3,,95.7,900,18.3,8yrs 5mths,3yrs 4mths,3.0,4.6,15.1,33.6,27.6,14.3,299.7,367.3,465.7,513.1,,,,,,
2016,3,Writing,NT,Parental Education: Certificate,818.0,371.7,8.9,81.5,89.5,3.5,,,1.7,3.5,94.0,0.7,,95.7,783,18.3,8yrs 5mths,3yrs 4mths,8.8,12.3,23.6,30.2,17.0,6.3,217.2,317.3,434.5,485.1,,,,,,
2016,3,Writing,NT,Parental Education: Diploma,437.0,390.5,10.2,77.4,92.0,3.6,,,1.8,3.7,91.8,2.7,,93.6,409,18.3,8yrs 5mths,3yrs 4mths,6.1,7.7,16.7,36.9,23.2,7.5,252.6,346.1,444.6,490.6,,,,,,
2016,3,Writing,NT,Parental Education: Not stated,664.0,252.7,47.0,132.7,42.2,13.6,,,3.3,16.4,78.0,2.3,,81.3,540,18.3,8yrs 6mths,3yrs 4mths,54.5,12.7,8.7,9.4,6.9,4.5,56.2,131.4,382.9,474.2,,,,,,
2016,3,Writing,NT,Non-LBOTE,2002.0,393.3,8.0,72.0,93.1,2.4,,,2.2,2.8,93.2,1.8,,95.4,1909,,8yrs 5mths,3yrs 4mths,4.7,8.9,19.8,32.8,22.1,9.4,271.6,342.2,449.0,499.8,,,Close to,Close to,Close to,Close to
2016,3,Writing,NT,Female,1741.0,363.1,16.3,108.1,80.8,,,,1.4,7.1,90.4,1.1,,91.7,1597,,8yrs 5mths,3yrs 4mths,17.9,9.7,14.6,26.5,20.5,9.5,140.8,278.7,447.5,499.4,,,Close to,Close to,Close to,Close to
2016,3,Writing,NT,Indigenous,1379.0,245.4,17.7,112.4,44.1,,,,3.3,16.0,80.1,0.6,,83.4,1150,,8yrs 6mths,3yrs 4mths,52.6,17.5,13.4,9.2,3.6,0.4,62.4,139.1,348.5,420.1,,,Close to,Close to,Close to,Close to
2016,3,Writing,NT,Indigenous Outer regional,336.0,337.6,,83.6,78.6,,,,4.8,4.2,89.6,1.5,,94.3,317,,8yrs 5mths,3yrs 4mths,16.6,17.6,26.0,23.3,10.3,1.4,161.0,276.8,408.2,452.6,,,,,,
2016,3,Writing,NT,Indigenous Remote,281.0,270.2,,105.6,54.4,,,,5.3,12.5,81.5,0.7,,86.8,244,,8yrs 6mths,3yrs 4mths,40.2,22.4,17.2,11.0,3.6,0.2,75.4,168.6,361.9,420.4,,,,,,
2016,3,Writing,NT,Indigenous Very remote,762.0,197.0,,96.8,25.0,,,,2.0,22.6,75.3,0.1,,77.3,589,,8yrs 5mths,3yrs 4mths,73.0,15.6,6.4,2.3,0.6,0.1,46.6,114.5,281.8,356.2,,,,,,
2016,3,Writing,NT,Male,1856.0,327.7,18.9,120.6,71.6,,,,3.4,7.9,87.1,1.6,,90.5,1680,,8yrs 6mths,3yrs 4mths,25.0,11.5,18.0,23.2,13.3,5.4,93.4,223.5,424.4,483.0,,,Close to,Close to,Close to,Close to
2016,3,Writing,NT,Non-Indigenous Outer regional,1693.0,406.2,,63.7,95.6,,,,2.2,1.9,94.7,1.1,,97.0,1642,,8yrs 5mths,3yrs 4mths,2.2,6.2,18.5,34.1,25.3,11.4,299.0,359.1,457.4,505.9,,,,,,
2016,3,Writing,NT,Non-Indigenous Remote,401.0,408.4,,65.3,97.2,,,,0.7,3.2,91.3,4.7,,92.0,369,,8yrs 5mths,3yrs 4mths,2.1,5.6,17.8,36.7,23.7,13.4,305.3,361.6,458.1,513.2,,,,,,
2016,3,Writing,NT,Non-Indigenous Very remote,111.0,398.8,,72.1,95.5,,,,0.9,2.7,95.5,0.9,,96.4,107,,8yrs 5mths,3yrs 4mths,3.6,12.4,14.8,31.9,25.2,11.2,275.8,339.4,454.5,511.8,,,,,,
2016,3,Writing,NT,LBOTE,1483.0,284.8,25.4,131.1,54.7,8.6,,,2.7,13.1,83.5,0.7,,86.2,1278,,8yrs 5mths,3yrs 4mths,42.6,12.8,12.0,14.6,10.2,5.0,71.6,153.6,409.7,478.6,,,Close to,Close to,Close to,Close to
